Synonym,ChecklistName
Asplenium neolaserpitiifolium,Asplenium neolaserpitiifolium
Asplenium normale,Asplenium normale
Asplenium obscurum,Asplenium obscurum
Asplenium prolongatum,Asplenium prolongatum
Asplenium pseudolaserpitiifolium,Asplenium pseudolaserpitiifolium
Asplenium resectum,Asplenium unilaterale
Asplenium unilaterale,Asplenium unilaterale
Asplenium wrightii,Asplenium wrightii
Aster ageratoides,Aster ageratoides
Aster ageratoides var. scaberulus,Aster ageratoides var. scaberulus
Aster ageratoides scaberulus,Aster ageratoides var. scaberulus
Aster baccharoides,Aster baccharoides
Aster novi-belgii,Aster novi-belgii
Aster fordii,Aster panduratus
Aster panduratus,Aster panduratus
Aster striatus,Aster striatus
Aster subulatus,Aster subulatus
Astictopterus jama,Astictopterus jama
Astictopterus jama chinensis,Astictopterus jama
Astictopterus jama jama,Astictopterus jama
Astragalus sinicus,Astragalus sinicus
Asystasia gangetica,Asystasia gangetica
Asystasia micrantha,Asystasia micrantha
Atalantia buxifolia,Atalantia buxifolia
Severinia buxifolia,Atalantia buxifolia
Ateuchosaurus chinensis,Ateuchosaurus chinensis
Athyma cama,Athyma cama
Athyma nefte,Athyma nefte
Athyma perius,Athyma perius
Athyma ranga,Athyma ranga
Athyma selenophora,Athyma selenophora
Athyriopsis petersenii,Athyriopsis petersenii
Atriplex maximowicziana,Atriplex maximowicziana
Atriplex repens,Atriplex maximowicziana
Aucuba chinensis,Aucuba chinensis
Avena fatua,Avena fatua
Avena fatua var. fatua,Avena fatua
Avena meridionalis,Avena fatua
Avena fatua fatua,Avena fatua
Avena fatua var. glabrata,Avena fatua var. glabrata
Avena fatua glabrata,Avena fatua var. glabrata
Avena sativa,Avena sativa
Averrhoa carambola,Averrhoa carambola
Aviceda leuphotes,Aviceda leuphotes
Avicennia marina,Avicennia marina
Awaous melanocephalus,Awaous melanocephalus
Axonopus compressus,Axonopus compressus
Axonopus affinis,Axonopus fissifolius
Axonopus fissifolius,Axonopus fissifolius
Aythya baeri,Aythya baeri
Aythya ferina,Aythya ferina
Aythya fuligula,Aythya fuligula
Aythya marila,Aythya marila
Aythya nyroca,Aythya nyroca
Azolla imbricata,Azolla imbricata
Azolla pinnata,Azolla imbricata
Azolla pinnata subsp. asiatica,Azolla imbricata
Azolla pinnata asiatica,Azolla imbricata
Baccaurea ramiflora,Baccaurea ramiflora
Bacopa monnieri,Bacopa monnieri
Bacopa repens,Bacopa repens
Badamia exclamationis,Badamia exclamationis
Baeckea frutescens,Baeckea frutescens
Balanophora harlandii,Balanophora harlandii
Balanophora hongkongensis,Balanophora hongkongensis
Bambusa albolineata,Bambusa albolineata
Bambusa textilis var. albostriata,Bambusa albolineata
Bambusa textilis albostriata,Bambusa albolineata
Bambusa bambos,Bambusa bambos
Bambusa basihirsuta,Bambusa basihirsuta
Bambusa beecheyana,Bambusa beecheyana
Dendrocalamopsis beecheyana,Bambusa beecheyana
Sinocalamus beecheyanus,Bambusa beecheyana
Bambusa beecheyana var. pubescens,Bambusa beecheyana var. pubescens
Bambusa beecheyana pubescens,Bambusa beecheyana var. pubescens
Bambusa chungii,Bambusa chungii
Bambusa chunii,Bambusa chunii
Bambusa contracta,Bambusa contracta
Bambusa cornigera,Bambusa cornigera
Bambusa dissimulator,Bambusa dissimulator
Bambusa dissimulator var. albinodia,Bambusa dissimulator var. albinodia
Bambusa dissimulator albinodia,Bambusa dissimulator var. albinodia
Bambusa dissimulator var. hispida,Bambusa dissimulator var. hispida
Bambusa dissimulator hispida,Bambusa dissimulator var. hispida
Bambusa dolichoclada,Bambusa dolichoclada
Bambusa eutuldoides,Bambusa eutuldoides
Bambusa eutuldoides var. basistriata,Bambusa eutuldoides var. basistriata
Bambusa eutuldoides basistriata,Bambusa eutuldoides var. basistriata
Bambusa eutuldoides var. viridivittata,Bambusa eutuldoides var. viridivittata
Bambusa eutuldoides viridivittata,Bambusa eutuldoides var. viridivittata
Bambusa flexuosa,Bambusa flexuosa
Bambusa gibba,Bambusa gibba
Bambusa gibboides,Bambusa gibboides
Bambusa glaucescens,Bambusa glaucescens
Bambusa glaucescens 'Alphonse Karr',Bambusa glaucescens 'Alphonse Karr'
Bambusa multiplex 'Alphonse Karr',Bambusa glaucescens 'Alphonse Karr'
Bambusa glaucescens 'Fernleaf',Bambusa glaucescens 'Fernleaf'
Bambusa multiplex 'Fernleaf',Bambusa glaucescens 'Fernleaf'
Bambusa glaucescens 'Silverstripe',Bambusa glaucescens 'Silverstripe'
Bambusa multiplex 'Silverstripe',Bambusa glaucescens 'Silverstripe'
Bambusa glaucescens 'Stripestem Fernleaf',Bambusa glaucescens 'Stripestem Fernleaf'
Bambusa multiplex 'Stripestem Fernleaf',Bambusa glaucescens 'Stripestem Fernleaf'
Bambusa glaucescens var. riviereorum,Bambusa glaucescens var. riviereorum
Bambusa multiplex var. riviereorum,Bambusa glaucescens var. riviereorum
Bambusa glaucescens riviereorum,Bambusa glaucescens var. riviereorum
Bambusa multiplex riviereorum,Bambusa glaucescens var. riviereorum
Bambusa indigena,Bambusa indigena
Bambusa duriuscula,Bambusa insularis
Bambusa insularis,Bambusa insularis
Bambusa lapidea,Bambusa lapidea
Bambusa malingensis,Bambusa malingensis
Bambusa mutabilis,Bambusa mutabilis
Bambusa oldhamii,Bambusa oldhamii
Dendrocalamopsis oldhamii,Bambusa oldhamii
Bambusa pachinensis var. hirsutissima,Bambusa pachinensis var. hirsutissima
Bambusa textilis var. fusca,Bambusa pachinensis var. hirsutissima
Leleba beisitiku var. hirsutissima,Bambusa pachinensis var. hirsutissima
Bambusa pachinensis hirsutissima,Bambusa pachinensis var. hirsutissima
Bambusa textilis fusca,Bambusa pachinensis var. hirsutissima
Leleba beisitiku hirsutissima,Bambusa pachinensis var. hirsutissima
Bambusa pervariabilis,Bambusa pervariabilis
Bambusa rigida,Bambusa rigida
Bambusa rutila,Bambusa rutila
Bambusa sinospinosa,Bambusa sinospinosa
Bambusa teres,Bambusa teres
Bambusa textilis,Bambusa textilis
Bambusa textilis var. glabra,Bambusa textilis var. glabra
Bambusa textilis glabra,Bambusa textilis var. glabra
Bambusa textilis var. gracilis,Bambusa textilis var. gracilis
Bambusa textilis gracilis,Bambusa textilis var. gracilis
Bambusa breviflora,Bambusa tuldoides
Bambusa tuldoides,Bambusa tuldoides
Bambusa ventricosa,Bambusa ventricosa
Bambusa vulgaris,Bambusa vulgaris
Bambusa striata,Bambusa vulgaris 'Vittata'
Bambusa vulgaris 'Vittata',Bambusa vulgaris 'Vittata'
Bambusa vulgaris var. striata,Bambusa vulgaris 'Vittata'
Bambusa vulgaris var. vittata,Bambusa vulgaris 'Vittata'
Bambusa vulgaris striata,Bambusa vulgaris 'Vittata'
Bambusa vulgaris vittata,Bambusa vulgaris 'Vittata'
Bambusa vulgaris 'Wamin',Bambusa vulgaris 'Wamin'
Bambusa wamin,Bambusa vulgaris 'Wamin'
Bambusa vulgaris wamin,Bambusa vulgaris 'Wamin'
Bandicota indica,Bandicota indica
Baoris farri,Baoris farri
Barbodes semifasciolatus,Barbodes semifasciolatus
Barbus semifasciolatus,Barbodes semifasciolatus
Capoeta semifasciolatus,Barbodes semifasciolatus
Puntius semifasciolatus,Barbodes semifasciolatus
Barbonymus schwanenfeldii,Barbonymus schwanenfeldii
Barbus schwanenfeldii,Barbonymus schwanenfeldii
Barleria cristata,Barleria cristata
Barleria lupulina,Barleria lupulina
Barnardia japonica,Barnardia japonica
Scilla scilloides,Barnardia japonica
Barthea barthei,Barthea barthei
Basella alba,Basella alba
Basella rubra,Basella alba
Bassia scoparia,Bassia scoparia
Kochia scoparia,Bassia scoparia
Bathygobius fuscus,Bathygobius fuscus
Bathygobius meggitti,Bathygobius meggitti
Ctenogobius meggitti,Bathygobius meggitti
Bauhinia × blakeana,Bauhinia × blakeana
Bauhinia blakeana,Bauhinia × blakeana
Bauhinia acuminata,Bauhinia acuminata
Bauhinia championii,Bauhinia championii
Phanera championii,Bauhinia championii
Bauhinia corymbosa,Bauhinia corymbosa
Cheniella corymbosa,Bauhinia corymbosa
Bauhinia galpinii,Bauhinia galpinii
Bauhinia glauca,Bauhinia glauca
Cheniella glauca,Bauhinia glauca
Bauhinia purpurea,Bauhinia purpurea
Bauhinia tomentosa,Bauhinia tomentosa
Bauhinia variegata,Bauhinia variegata
Bauhinia variegata var. candida,Bauhinia variegata var. candida
Bauhinia variegata candida,Bauhinia variegata var. candida
Beaumontia grandiflora,Beaumontia grandiflora
Begonia × tuberhybrida,Begonia × tuberhybrida
Begonia tuberhybrida,Begonia × tuberhybrida
Begonia coccinea,Begonia coccinea
Begonia cucullata var. hookeri,Begonia cucullata var. hookeri
Begonia hookeri,Begonia cucullata var. hookeri
Begonia cucullata hookeri,Begonia cucullata var. hookeri
Begonia cucullata,Begonia cucullata var. hookeri
Begonia fimbristipula,Begonia fimbristipula
Begonia hongkongensis,Begonia hongkongensis
Begonia crassirostris,Begonia longifolia
Begonia longifolia,Begonia longifolia
Begonia maculata,Begonia maculata
Begonia laciniata,Begonia palmata
Begonia palmata,Begonia palmata
Begonia rex-cultorum,Begonia rex-cultorum
Beilschmiedia fordii,Beilschmiedia fordii
Beilschmiedia glandulosa,Beilschmiedia glandulosa
Beilschmiedia tsangii,Beilschmiedia glandulosa
Belamcanda chinensis,Belamcanda chinensis
Iris domestica,Belamcanda chinensis
Benincasa hispida,Benincasa hispida
Benincasa hispida var. chieh-qua,Benincasa hispida var. chieh-qua
Benincasa hispida chieh-qua,Benincasa hispida var. chieh-qua
Berchemia floribunda,Berchemia floribunda
Berchemia racemosa,Berchemia floribunda
Berchemia lineata,Berchemia lineata
Beta vulgaris var. cicla,Beta vulgaris var. cicla
Beta vulgaris cicla,Beta vulgaris var. cicla
Bidens alba,Bidens alba
Bidens bipinnata,Bidens bipinnata
Bidens biternata,Bidens biternata
Bidens pilosa,Bidens pilosa
Billbergia pyramidalis,Billbergia pyramidalis
Billbergia sp.,Billbergia pyramidalis
Bischofia javanica,Bischofia javanica
Bischofia polycarpa,Bischofia polycarpa
Bixa orellana,Bixa orellana
Blainvillea acmella,Blainvillea acmella
Blastus cochinchinensis,Blastus cochinchinensis
Blastus pauciflorus,Blastus pauciflorus
Blechnum orientale,Blechnum orientale
Bletilla striata,Bletilla striata
Blumea balsamifera,Blumea balsamifera
Blumea clarkei,Blumea clarkei
Blumea hongkongensis,Blumea clarkei
Blumea hieraciifolia,Blumea hieraciifolia
Blumea lacera,Blumea lacera
Blumea laciniata,Blumea laciniata
Blumea lanceolaria,Blumea lanceolaria
Blumea megacephala,Blumea megacephala
Blumea riparia var. megacephala,Blumea megacephala
Blumea riparia megacephala,Blumea megacephala
Blumea mollis,Blumea mollis
Blumea oblongifolia,Blumea oblongifolia
Blumea sessiliflora,Blumea sessiliflora
Blythipicus pyrrhotis,Blythipicus pyrrhotis
Blyxa aubertii,Blyxa aubertii
Blyxa japonica,Blyxa japonica
Boea hygrometrica,Boea hygrometrica
Boehmeria densiflora,Boehmeria densiflora
Boehmeria penduliflora var. loochooensis,Boehmeria densiflora
Boehmeria penduliflora loochooensis,Boehmeria densiflora
Boehmeria macrophylla,Boehmeria macrophylla
Boehmeria platyphylla,Boehmeria macrophylla
Boehmeria macrophylla var. scabrella,Boehmeria macrophylla var. scabrella
Boehmeria platyphylla var. scabrella,Boehmeria macrophylla var. scabrella
Boehmeria macrophylla scabrella,Boehmeria macrophylla var. scabrella
Boehmeria platyphylla scabrella,Boehmeria macrophylla var. scabrella
Boehmeria nivea,Boehmeria nivea
Boehmeria nivea var. nipononivea,Boehmeria nivea var. tenacissima
Boehmeria nivea var. tenacissima,Boehmeria nivea var. tenacissima
Boehmeria nivea nipononivea,Boehmeria nivea var. tenacissima
Boehmeria nivea tenacissima,Boehmeria nivea var. tenacissima
Boeica guileana,Boeica guileana
Boerhavia diffusa,Boerhavia diffusa
Boerhavia erecta,Boerhavia erecta
Boiga multimaculata,Boiga multomaculata
Boiga multomaculata,Boiga multomaculata
Bolbitis laxireticulata,Bolbitis laxireticulata
Bolbitis subcordata,Bolbitis subcordata
Boleophthalmus pectinirostris,Boleophthalmus pectinirostris
Gobius pectinirostris,Boleophthalmus pectinirostris
Bombax ceiba,Bombax ceiba
Bombax malabaricum,Bombax ceiba
Gossampinus malabarica,Bombax ceiba
Bombycilla japonica,Bombycilla japonica
Borago officinalis,Borago officinalis
Borbo cinnara,Borbo cinnara
Bos taurus,Bos taurus
Bos indicus,Bos taurus
Bostrychus sinensis,Bostrychus sinensis
Botaurus stellaris,Botaurus stellaris
Bothriochloa bladhii,Bothriochloa bladhii
Bothriochloa glabra,Bothriochloa bladhii
Bothriochloa intermedia,Bothriochloa bladhii
Bothriochloa ischaemum,Bothriochloa ischaemum
Bothriochloa pertusa,Bothriochloa pertusa
Bothriospermum tenellum,Bothriospermum zeylanicum
Bothriospermum zeylanicum,Bothriospermum zeylanicum
Bougainvillea glabra,Bougainvillea glabra
Bougainvillea spectabilis,Bougainvillea spectabilis
Bouteloua simplex,Bouteloua simplex
Bowringia callicarpa,Bowringia callicarpa
Brachiaria brizantha,Brachiaria brizantha
Brachiaria mutica,Brachiaria mutica
Brachiaria subquadripara,Brachiaria subquadripara
Brachychiton acerifolius,Brachychiton acerifolius
Brachychiton discolor,Brachychiton discolor
Brachycorythis galeandra,Brachycorythis galeandra
Brachydiplax chalybea flavovittata,Brachydiplax flavovittata
Brachydiplax flavovittata,Brachydiplax flavovittata
Brachydiplax chalybea,Brachydiplax flavovittata
Brachypteryx leucophris,Brachypteryx leucophris
Brachypteryx leucophrys,Brachypteryx leucophris
Brachythemis contaminata,Brachythemis contaminata
Brainea insignis,Brainea insignis
Brassica juncea,Brassica juncea
Brassica juncea var. foliosa,Brassica juncea
Brassica juncea foliosa,Brassica juncea
Brassica oleracea,Brassica oleracea
Brassica alboglabra,Brassica oleracea var. albiflora
Brassica oleracea var. albiflora,Brassica oleracea var. albiflora
Brassica oleracea albiflora,Brassica oleracea var. albiflora
Brassica oleracea var. botrytis,Brassica oleracea var. botrytis
Brassica oleracea botrytis,Brassica oleracea var. botrytis
Brassica oleracea var. capitata,Brassica oleracea var. capitata
Brassica oleracea capitata,Brassica oleracea var. capitata
Brassica caulorapa,Brassica oleracea var. gongylodes
Brassica oleracea var. gongylodes,Brassica oleracea var. gongylodes
Brassica oleracea gongylodes,Brassica oleracea var. gongylodes
Brassica oleracea var. italica,Brassica oleracea var. italica
Brassica oleracea italica,Brassica oleracea var. italica
Brassica rapa,Brassica rapa
Brassica chinensis,Brassica rapa var. chinensis
Brassica rapa var. chinensis,Brassica rapa var. chinensis
Brassica rapa chinensis,Brassica rapa var. chinensis
Brassica pekinensis,Brassica rapa var. glabra
Brassica rapa var. glabra,Brassica rapa var. glabra
Brassica rapa glabra,Brassica rapa var. glabra
Brassica rapa var. oleifera,Brassica rapa var. oleifera
Brassica rapa oleifera,Brassica rapa var. oleifera
Brassica parachinensis,Brassica rapa var. parachinensis
Brassica rapa var. parachinensis,Brassica rapa var. parachinensis
Brassica rapa parachinensis,Brassica rapa var. parachinensis
Bredia fordii,Bredia fordii
Phyllagathis fordii,Bredia fordii
Breynia fruticosa,Breynia fruticosa
Breynia nivosa 'Roseopicta',Breynia nivosa 'Roseopicta'
Bridelia balansae,Bridelia insulana
Bridelia insulana,Bridelia insulana
Bridelia tomentosa,Bridelia tomentosa
Broussonetia kaempferi,Broussonetia kaempferi var. australis
Broussonetia kaempferi var. australis,Broussonetia kaempferi var. australis
Broussonetia kazinoki,Broussonetia kaempferi var. australis
Broussonetia kaempferi australis,Broussonetia kaempferi var. australis
Broussonetia papyrifera,Broussonetia papyrifera
Brucea javanica,Brucea javanica
Bruguiera gymnorhiza,Bruguiera gymnorhiza
Brunfelsia calycina,Brunfelsia calycina
Brunfelsia macrophylla,Brunfelsia macrophylla
Bubalus bubalis,Bubalus bubalis
Bubo bubo,Bubo bubo
Bubulcus coromandus,Bubulcus coromandus
Bubulcus ibis,Bubulcus coromandus
Bucephala clangula,Bucephala clangula
Buchnera cruciata,Buchnera cruciata
Buddleja asiatica,Buddleja asiatica
Buddleja davidii,Buddleja davidii
Buddleja lindleyana,Buddleja lindleyana
Buddleja madagascariensis,Buddleja madagascariensis
Buddleja officinalis,Buddleja officinalis
Bulbophyllum affine,Bulbophyllum affine
Bulbophyllum ambrosia,Bulbophyllum ambrosia
Bulbophyllum watsonianum,Bulbophyllum ambrosia
Bulbophyllum kwangtungense,Bulbophyllum kwangtungense
Bulbophyllum levinei,Bulbophyllum levinei
Bulbophyllum odoratissimum,Bulbophyllum odoratissimum
Bulbophyllum stenobulbon,Bulbophyllum stenobulbon
Bulbophyllum youngsayeanum,Bulbophyllum stenobulbon
Bulbostylis barbata,Bulbostylis barbata
Bulbostylis capillaris,Bulbostylis densa
Bulbostylis densa,Bulbostylis densa
Bulbostylis puberula,Bulbostylis puberula
Bulweria bulwerii,Bulweria bulwerii
Bungarus fasciatus,Bungarus fasciatus
Pseudoboa fasciata,Bungarus fasciatus
Bungarus multicinctus,Bungarus multicinctus multicinctus
Bungarus multicinctus multicinctus,Bungarus multicinctus multicinctus
Bungarus multicinctus wanghaotingi,Bungarus multicinctus multicinctus
Burara gomata,Burara gomata
Bibasis gomata,Burara gomata
Burara jaina,Burara jaina
Burara oedipodea,Burara oedipodea
Bibasis oedipodea,Burara oedipodea
Bibasis oedipodea belesis,Burara oedipodea
Burmagomphus vermicularis,Burmagomphus vermicularis
Burmannia championii,Burmannia championii
Burmannia japonica,Burmannia championii
Burmannia chinensis,Burmannia chinensis
Burmannia pusilla var. hongkongensis,Burmannia chinensis
Burmannia pusilla hongkongensis,Burmannia chinensis
Burmannia coelestis,Burmannia coelestis
Burmannia itoana,Burmannia itoana
Burmannia wallichii,Burmannia wallichii
Butastur indicus,Butastur indicus
Buteo japonicus,Buteo japonicus
Butis koilomatodon,Butis koilomatodon
Eleotris caperatus,Butis koilomatodon
Eleotris koilomatodon,Butis koilomatodon
Prionobutis koilomatodon,Butis koilomatodon
Butis melanostigma,Butis melanostigma
Eleotris melanostigma,Butis melanostigma
Ardeola striata,Butorides striata
Butorides striata,Butorides striata
Butorides striatus,Butorides striata
Buxus bodinieri,Buxus bodinieri
Buxus harlandii,Buxus harlandii
Buxus microphylla var. sinica,Buxus sinica
Buxus sinica,Buxus sinica
Buxus microphylla sinica,Buxus sinica
Buxus sinica subsp. aemulans,Buxus sinica subsp. aemulans
Buxus sinica aemulans,Buxus sinica subsp. aemulans
Byasa confusus,Byasa confusus
Parides alcinous,Byasa confusus
Byasa confusus,Byasa confusus
Buettneria aspera,Byttneria grandifolia
Byttneria aspera,Byttneria grandifolia
Byttneria grandifolia,Byttneria grandifolia
Cacatua sulphurea,Cacatua sulphurea
Kakatoe sulphurea,Cacatua sulphurea
Cacomantis merulinus,Cacomantis merulinus
Caesalpinia bonduc,Caesalpinia bonduc
Guilandina bonduc,Caesalpinia bonduc
Caesalpinia crista,Caesalpinia crista
Caesalpinia nuga,Caesalpinia crista
Caesalpinia decapetala,Caesalpinia decapetala
Caesalpinia sepiaria,Caesalpinia decapetala
Caesalpinia minax,Caesalpinia minax
Caesalpinia pulcherrima,Caesalpinia pulcherrima
Caesalpinia sappan,Caesalpinia sappan
